prompt,prompt_len,target
The following is a multiple choice question. Context: Jan took a lunch break after working between 8 am to 12 pm at school.| Question: What does Jan need to do before this?| Option A: get a good lunch| Option B: stay well rested| Option C: teach the class. The correct answer is ,69,3
The following is a multiple choice question. Context: Casey went in front of the car and drove to her home as quick as she could.| Question: Why did Casey do this?| Option A: get out of the car| Option B: safe| Option C: test her car's speed. The correct answer is ,67,3
The following is a multiple choice question. Context: Quinn required Alex's effort to complete their work so he called her and asked her to come in.| Question: Why did Quinn do this?| Option A: did this because he needed help| Option B: did this to go on a date| Option C: go to the office. The correct answer is ,75,1
"The following is a multiple choice question. Context: Sydney put old, worn out clothes in her backyard storage shed.| Question: How would Sydney feel afterwards?| Option A: had felt ashamed| Option B: a feeling of accomplishment for finishing the chore| Option C: a sense of anger due to having to throw out the old. The correct answer is ",73,2
The following is a multiple choice question. Context: Sasha asked Ash to come home because she missed him a lot.| Question: How would you describe Sasha?| Option A: needy| Option B: happy to be loved| Option C: personally connected to Sasha. The correct answer is ,59,1
The following is a multiple choice question. Context: Jan applied oneself and saw how the results paid off well.| Question: What will Jan want to do next?| Option A: rest on their laurels| Option B: take initiative in the future| Option C: get lazy. The correct answer is ,62,2
The following is a multiple choice question. Context: Austin heard Casey speak about the report they gave that they got an A on.| Question: How would you describe Austin?| Option A: As someone who knows Casey did well| Option B: proud of the report| Option C: like he had worked hard. The correct answer is ,69,1
The following is a multiple choice question. Context: bailey was a low down dirty person so she took kendall's girlfriend out.| Question: How would Kendall feel as a result?| Option A: not clean| Option B: as angry| Option C: as calm. The correct answer is ,62,2
"The following is a multiple choice question. Context: After noticing Cameron was not participating in the crowd's excitement, Taylor raised up Cameron's arms.| Question: What does Taylor need to do before this?| Option A: ignore Cameron's activity| Option B: forget about Cameron's activity| Option C: observe Cameron's activity. The correct answer is ",77,3
The following is a multiple choice question. Context: Jesse and Riley are neighbors separated by a fence. Jesse was driving out when he unintentionally killed Riley's animal.| Question: What will happen to Jesse?| Option A: get the neighbor a replacement| Option B: Sad he caused his neighbor to loss his animal| Option C: consider it his neighbor's fault for not securing the animal. The correct answer is ,86,2
"The following is a multiple choice question. Context: Alex stayed home from school, but by the time Jan returned home from work she saw Alex was better.| Question: What does Jan need to do before this?| Option A: go to school the next| Option B: come back home| Option C: do all of their makeup work. The correct answer is ",75,2
The following is a multiple choice question. Context: Bailey stole the car despite the others warnings.| Question: How would Others feel as a result?| Option A: brave| Option B: happy as a result| Option C: upset as a result. The correct answer is ,57,3
The following is a multiple choice question. Context: Bailey practiced the video game long and hard and finally reached Skylar's highest score in the century.| Question: How would Skylar feel as a result?| Option A: like they were the winner| Option B: like they were defeated| Option C: like they are the best. The correct answer is ,75,2
