prompt,prompt_len,target
"The girl counted the notes in a businesslike manner, secured them in her handbag, and rose. | The girl had counted the notes before burning them.",32,1
"These intellectuals form?Υd an underground group known as the  Young Turks,  centred on Salonica, where revolt broke out. | These intellectuals formed an underground group known as the Old Englanders.",42,1
"There is no question of a fee, Mr. Hersheimmer. | I have a budget, Mr. Hersheimmer. ",28,1
"Set on the hillside above the town, it comprises 14 hectares (35 acres) of tropical plants and natural waterfalls that once formed the grounds of the now-closed Shaw Park Hotel. | The Shaw Park Hotel is still up and running. ",52,1
we've been in it six years | We have been there for six years.,18,0
Tuppence gave her familiar shake of the shoulders. | Tuppence moved her shoulders up and down. ,24,0
"On that day, Russian scientists launched the first true space traveler, a chain-smoking dog named Laika, who, after befouling his kennel and biting his trainer on the ass, was rocketed aloft in a spacesuit filled with his own urine, it does not add. | The dog was a chain smoker.",67,0
oh really what do you got out there | Do you have a secret method out there?,19,0
"While on the forum for (select as appropriate) phobics he designed an application, which created slogans for street protests. | The application was able to make slogans for protests and for businesses. ",41,0
They may want to consult an astrophysicist as well as a plastic surgeon. | Don't bother asking a plastic surgeon.,27,1
The Committee supports LSC's efforts to streamline its service area configurations through the State planning process. | The committee warned the LSC not to simplify.,32,1
"Emperor Divers is a long-established operation with offices at Hurghada, Na'am Bay, and Nuweiba. | Emperor Divers is the best diving company in the area.",38,0
"I'm getting my father."" | I'm getting my uncle.",16,1
"With the adjustments described above now reflected in the current analytical framework, and using the program cost information documented in the CEF study, Table 3 summarizes the incremental program costs that were assumed as necessary to drive the kind of changes in electricity consumption and emissions described in Table 2. Since transportation programs drove a significant part of the CEF expenditures, and since there are fewer years to implement policies, the estimated program expenditures are also smaller compared to the CEF assumptions. | Table 2 contains emission descriptions and also pictures of spongebob.",108,0
" ""Over and over I find the figure seven and the figure three thousand. | I have tried changing the variables, but I keep getting the same numbers.",32,0
"ooh i hate that that's horrible | I dislike that, that is terrible.",18,0
"A third pylon leads on to the oldest parts of the temple, past obelisks added at the behest of Pharaoh Seti I and Queen Hatshepsut in the New Kingdom era. | The third pylon leads to the latest part of the temple.",54,1
infrastructure in preventing large-scale Medicaid fraud perpetrators from receiving payment for fraudulent claims. | There is no infrastructure present to prevent Medicaid fraud perpetrators from getting paid.,32,1
"Like Macdonald's fictitious scientist, it is uncomfortable with abstractions. | Macdonald's scientist is a real world example of someone who dislikes abstractions in the realm of natural scientific inquiry.",37,1
The member countries have more people and exports than the United States but a somewhat smaller gross domestic product. | The member countries have less people than the United States.,33,1
"In Palma and the major tourist resorts, discos are a primary diversion for the beach crowd. | Beachgoers at the major tourist resorts enjoy the diversion offered by local discos.",35,0
And yet...they looked at me with awe. | With awe is how they looked at me. ,22,0
"His evidence was quite unimportant, being a mere repetition of that of his brother.  | His evidence was helpful, being very different from his brother's.",33,1
"He is not mine to sell, Coronel. | I can't sell him to you, Coronel.",22,0
